affinity_group,category,created_time,data_disk_configurations,deployment_name,description,eula,icon_uri,image_family,is_premium,label,language,location,modified_time,name,os_disk_configuration,pricing_detail_link,privacy_uri,published_date,publisher_name,recommended_vm_size,role_name,service_name,show_in_gui,small_icon_uri
,Public,1801-01-01T00:00:00Z,"(<azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d110>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d150>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d190>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d1d0>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d210>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d250>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d290>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d2d0>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d310>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d350>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d390>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d3d0>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d410>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d450>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d490>)",,"This Enterprise Edition image is optimized for data warehousing workloads and is intended for VM sizes including A4, A7, A8, A9, D4, D13,D14, G3, G4 and G5. Once deployed, the VM comes with Windows Storage Spaces pre-configured. It has been pre-configured for Windows Azure, including enabling CEIP which can be disabled, for more info see [here|http://msdn.microsoft.com/en-us/library/windowsazure/dn133151.aspx#database|_blank].This image supports data sizes of up to 2TB for A7, 4TB for A8 and 6TB for A9, respectively, using clustered columnstore indexes.",http://go.microsoft.com/fwlink/?LinkID=512497,SqlServer2014_100.png,SQL Server 2014 Enterprise Optimized for DataWarehousing Workloads on Windows Server 2012 R2,True,SQL Server 2014 Enterprise Optimized for DataWarehousing Workloads on Windows Server 2012 R2,English,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,1801-01-01T00:00:00Z,fb83b3509582419d99629ce476bcb5c8__SQL-Server-2014-RTM-12.0.2361.0-DW-ENU-Win2012R2-cy14su08,<azure.servicemanagement.OSDiskConfiguration object at 0x7f638069d090>,http://go.microsoft.com/fwlink/?LinkId=271259,http://go.microsoft.com/fwlink/?LinkID=282418,2014-09-11T07:00:00Z,Microsoft SQL Server Group,,,,True,SqlServer2014_45.png
,Public,1801-01-01T00:00:00Z,"(<azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d590>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d5d0>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d610>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d650>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d690>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d6d0>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d710>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d750>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d790>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d7d0>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d810>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d850>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d890>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d8d0>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069d910>)",,"This Enterprise Edition image is optimized for OLTP workloads and is intended for VM sizes including A4, A7, A8, A9, D4, D13, D14, G3, G4 and G5. Once deployed, the VM comes with Windows Storage Spaces pre-configured. This image has been pre-configured for Windows Azure, including enabling CEIP which can be disabled, for more info see [here|http://msdn.microsoft.com/en-us/library/windowsazure/dn133151.aspx#database|_blank].",http://go.microsoft.com/fwlink/?LinkID=512497,SqlServer2014_100.png,SQL Server 2014 Enterprise Optimized for Transactional Workloads on Windows Server 2012 R2,True,SQL Server 2014 Enterprise Optimized for Transactional Workloads on Windows Server 2012 R2,English,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,1801-01-01T00:00:00Z,fb83b3509582419d99629ce476bcb5c8__SQL-Server-2014-RTM-12.0.2361.0-OLTP-ENU-Win2012R2-cy14su08,<azure.servicemanagement.OSDiskConfiguration object at 0x7f638069d510>,http://go.microsoft.com/fwlink/?LinkId=271259,http://go.microsoft.com/fwlink/?LinkID=282418,2014-09-11T07:00:00Z,Microsoft SQL Server Group,,,,True,SqlServer2014_45.png
,Public,1801-01-01T00:00:00Z,"(<azure.servicemanagement.DataDiskConfiguration object at 0x7f638069da10>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069da50>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069da90>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069dad0>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069db10>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069db50>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069db90>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069dbd0>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069dc10>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069dc50>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069dc90>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069dcd0>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069dd10>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069dd50>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069dd90>)",,"This Enterprise Edition image is optimized for data warehousing workloads and is intended for VM sizes including A4, A7, A8, A9, D4, D13, D14, G3, G4 and G5. Once deployed, the VM comes with Windows Storage Spaces pre-configured. It has been pre-configured for Windows Azure, including enabling CEIP which can be disabled, for more info see [here|http://msdn.microsoft.com/en-us/library/windowsazure/dn133151.aspx#database|_blank].This image supports data sizes of up to 2TB for A7, 4TB for A8 and 6TB for A9, respectively, using clustered columnstore indexes.",http://go.microsoft.com/fwlink/?LinkID=512497,SqlServer2014_100.png,SQL Server 2014 Enterprise Optimized for DataWarehousing Workloads on Windows Server 2012 R2,True,SQL Server 2014 Enterprise Optimized for DataWarehousing Workloads on Windows Server 2012 R2,English,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,1801-01-01T00:00:00Z,fb83b3509582419d99629ce476bcb5c8__SQL-Server-2014-RTM-12.0.2430.0-DW-ENU-Win2012R2-cy14su11,<azure.servicemanagement.OSDiskConfiguration object at 0x7f638069d990>,http://go.microsoft.com/fwlink/?LinkId=271259,http://go.microsoft.com/fwlink/?LinkID=282418,2014-11-15T00:00:00Z,Microsoft SQL Server Group,,,,True,SqlServer2014_45.png
,Public,1801-01-01T00:00:00Z,"(<azure.servicemanagement.DataDiskConfiguration object at 0x7f638069de90>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069ded0>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069df10>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069df50>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069df90>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f638069dfd0>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f63806a3050>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f63806a3090>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f63806a30d0>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f63806a3110>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f63806a3150>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f63806a3190>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f63806a31d0>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f63806a3210>, <azure.servicemanagement.DataDiskConfiguration object at 0x7f63806a3250>)",,"This Enterprise Edition image is optimized for OLTP workloads and is intended for VM sizes including A4, A7, A8, A9, D4, D13, D14, G3, G4 and G5. Once deployed, the VM comes with Windows Storage Spaces pre-configured.This image has been pre-configured for Windows Azure, including enabling CEIP which can be disabled, for more info see [here|http://msdn.microsoft.com/en-us/library/windowsazure/dn133151.aspx#database|_blank].",http://go.microsoft.com/fwlink/?LinkID=512497,SqlServer2014_100.png,SQL Server 2014 Enterprise Optimized for Transactional Workloads on Windows Server 2012 R2,True,SQL Server 2014 Enterprise Optimized for Transactional Workloads on Windows Server 2012 R2,English,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,1801-01-01T00:00:00Z,fb83b3509582419d99629ce476bcb5c8__SQL-Server-2014-RTM-12.0.2430.0-OLTP-ENU-Win2012R2-cy14su11,<azure.servicemanagement.OSDiskConfiguration object at 0x7f638069de10>,http://go.microsoft.com/fwlink/?LinkId=271259,http://go.microsoft.com/fwlink/?LinkID=282418,2014-11-15T00:00:00Z,Microsoft SQL Server Group,,,,True,SqlServer2014_45.png
,Public,1801-01-01T00:00:00Z,(),,The Microsoft Azure Site Recovery Configuration Server acts as the centralized management server for disaster recovery management operations in the Microsoft Azure Site Recovery scenario of setting up recovery from an on-premises VMware/physical server site to Microsoft Azure.,http://go.microsoft.com/fwlink/?LinkId=525741,,Microsoft Azure Site Recovery Configuration Server,False,Microsoft Azure Site Recovery Configuration Server,,Southeast Asia;West US,1801-01-01T00:00:00Z,d4a65b493c36471ba82b42d53fbd8063__Microsoft-Azure-Site-Recovery-Configuration-Server-201503.01,<azure.servicemanagement.OSDiskConfiguration object at 0x7f63806a32d0>,,http://go.microsoft.com/fwlink/?LinkId=512132,2015-03-02T04:30:00Z,Microsoft Azure Site Recovery group,,,,False,
,Public,1801-01-01T00:00:00Z,(),,The Microsoft Azure Site Recovery Configuration Server acts as the centralized management server for disaster recovery management operations in the Microsoft Azure Site Recovery scenario of setting up recovery from an on-premises VMware/physical server site to Microsoft Azure.,http://go.microsoft.com/fwlink/?LinkId=525741,,Microsoft Azure Site Recovery Configuration Server,False,Microsoft Azure Site Recovery Configuration Server,,Southeast Asia;West US,1801-01-01T00:00:00Z,d4a65b493c36471ba82b42d53fbd8063__Microsoft-Azure-Site-Recovery-Configuration-Server-201503.02,<azure.servicemanagement.OSDiskConfiguration object at 0x7f63806a3390>,,http://go.microsoft.com/fwlink/?LinkId=512132,2015-03-03T11:30:00Z,Microsoft Azure Site Recovery group,,,,False,
,Public,1801-01-01T00:00:00Z,(),,The Microsoft Azure Site Recovery Configuration Server acts as the centralized management server for disaster recovery management operations in the Microsoft Azure Site Recovery scenario of setting up recovery from an on-premises VMware/physical server site to Microsoft Azure.,http://go.microsoft.com/fwlink/?LinkId=525741,,Microsoft Azure Site Recovery Configuration Server,False,Microsoft Azure Site Recovery Configuration Server,,Southeast Asia;West US,1801-01-01T00:00:00Z,d4a65b493c36471ba82b42d53fbd8063__Microsoft-Azure-Site-Recovery-Configuration-Server-201503.03,<azure.servicemanagement.OSDiskConfiguration object at 0x7f63806a3450>,,http://go.microsoft.com/fwlink/?LinkId=512132,2015-03-10T09:30:00Z,Microsoft Azure Site Recovery group,,,,False,
,Public,1801-01-01T00:00:00Z,(),,The Microsoft Azure Site Recovery Configuration Server acts as the centralized management server for disaster recovery management operations in the Microsoft Azure Site Recovery scenario of setting up recovery from an on-premises VMware/physical server site to Microsoft Azure.,http://go.microsoft.com/fwlink/?LinkId=525741,,Microsoft Azure Site Recovery Configuration Server,False,Microsoft Azure Site Recovery Configuration Server,,Southeast Asia;West US,1801-01-01T00:00:00Z,d4a65b493c36471ba82b42d53fbd8063__Microsoft-Azure-Site-Recovery-Configuration-Server-201503.04,<azure.servicemanagement.OSDiskConfiguration object at 0x7f63806a3510>,,http://go.microsoft.com/fwlink/?LinkId=512132,2015-03-12T17:30:00Z,Microsoft Azure Site Recovery group,,,,False,
,Public,1801-01-01T00:00:00Z,(<azure.servicemanagement.DataDiskConfiguration object at 0x7f63806a3650>),,The Microsoft Azure Site Recovery Master Target Server is used as a repository and for retention of replication traffic from Windows source virtual or physical servers in the Azure Site Recovery scenario of setting up recovery from an on-premises VMware/physical server site to Microsoft Azure.,http://go.microsoft.com/fwlink/?LinkId=525741,,Microsoft Azure Site Recovery Master Target Server,False,Microsoft Azure Site Recovery Master Target Server,,Southeast Asia;West US,1801-01-01T00:00:00Z,d4a65b493c36471ba82b42d53fbd8063__Microsoft-Azure-Site-Recovery-Master-Target-Server-201503.01,<azure.servicemanagement.OSDiskConfiguration object at 0x7f63806a35d0>,,http://go.microsoft.com/fwlink/?LinkId=512132,2015-03-02T04:30:00Z,Microsoft Azure Site Recovery group,,,,False,
,Public,1801-01-01T00:00:00Z,(<azure.servicemanagement.DataDiskConfiguration object at 0x7f63806a3750>),,The Microsoft Azure Site Recovery Master Target Server is used as a repository and for retention of replication traffic from Windows source virtual or physical servers in the Azure Site Recovery scenario of setting up recovery from an on-premises VMware/physical server site to Microsoft Azure.,http://go.microsoft.com/fwlink/?LinkId=525741,,Microsoft Azure Site Recovery Master Target Server,False,Microsoft Azure Site Recovery Master Target Server,,Southeast Asia;West US,1801-01-01T00:00:00Z,d4a65b493c36471ba82b42d53fbd8063__Microsoft-Azure-Site-Recovery-Master-Target-Server-201503.02,<azure.servicemanagement.OSDiskConfiguration object at 0x7f63806a36d0>,,http://go.microsoft.com/fwlink/?LinkId=512132,2015-03-03T11:30:00Z,Microsoft Azure Site Recovery group,,,,False,
,Public,1801-01-01T00:00:00Z,(<azure.servicemanagement.DataDiskConfiguration object at 0x7f63806a3850>),,The Microsoft Azure Site Recovery Master Target Server is used as a repository and for retention of replication traffic from Windows source virtual or physical servers in the Azure Site Recovery scenario of setting up recovery from an on-premises VMware/physical server site to Microsoft Azure.,http://go.microsoft.com/fwlink/?LinkId=525741,,Microsoft Azure Site Recovery Master Target Server,False,Microsoft Azure Site Recovery Master Target Server,,Southeast Asia;West US,1801-01-01T00:00:00Z,d4a65b493c36471ba82b42d53fbd8063__Microsoft-Azure-Site-Recovery-Master-Target-Server-201503.03,<azure.servicemanagement.OSDiskConfiguration object at 0x7f63806a37d0>,,http://go.microsoft.com/fwlink/?LinkId=512132,2015-03-10T09:30:00Z,Microsoft Azure Site Recovery group,,,,False,
,Public,1801-01-01T00:00:00Z,(<azure.servicemanagement.DataDiskConfiguration object at 0x7f63806a3950>),,The Microsoft Azure Site Recovery Master Target Server is used as a repository and for retention of replication traffic from Windows source virtual or physical servers in the Azure Site Recovery scenario of setting up recovery from an on-premises VMware/physical server site to Microsoft Azure.,http://go.microsoft.com/fwlink/?LinkId=525741,,Microsoft Azure Site Recovery Master Target Server,False,Microsoft Azure Site Recovery Master Target Server,,Southeast Asia;West US,1801-01-01T00:00:00Z,d4a65b493c36471ba82b42d53fbd8063__Microsoft-Azure-Site-Recovery-Master-Target-Server-201503.04,<azure.servicemanagement.OSDiskConfiguration object at 0x7f63806a38d0>,,http://go.microsoft.com/fwlink/?LinkId=512132,2015-03-12T17:30:00Z,Microsoft Azure Site Recovery group,,,,False,
,Public,1801-01-01T00:00:00Z,(),,"The Microsoft Azure Site Recovery Process Server is used for caching, compression, and encryption of replication traffic in the Microsoft Azure Site Recovery scenario of setting up failback of virtual machines from Microsoft Azure back to an on-premises VMware site.",http://go.microsoft.com/fwlink/?LinkId=525741,,Microsoft Azure Site Recovery Process Server,False,Microsoft Azure Site Recovery Process Server,,Southeast Asia;West US,1801-01-01T00:00:00Z,d4a65b493c36471ba82b42d53fbd8063__Microsoft-Azure-Site-Recovery-Process-Server-201503.01,<azure.servicemanagement.OSDiskConfiguration object at 0x7f63806a39d0>,,http://go.microsoft.com/fwlink/?LinkId=512132,2015-03-02T04:30:00Z,Microsoft Azure Site Recovery group,,,,False,
,Public,1801-01-01T00:00:00Z,(),,"The Microsoft Azure Site Recovery Process Server is used for caching, compression, and encryption of replication traffic in the Microsoft Azure Site Recovery scenario of setting up failback of virtual machines from Microsoft Azure back to an on-premises VMware site.",http://go.microsoft.com/fwlink/?LinkId=525741,,Microsoft Azure Site Recovery Process Server,False,Microsoft Azure Site Recovery Process Server,,Southeast Asia;West US,1801-01-01T00:00:00Z,d4a65b493c36471ba82b42d53fbd8063__Microsoft-Azure-Site-Recovery-Process-Server-201503.02,<azure.servicemanagement.OSDiskConfiguration object at 0x7f63806a3a90>,,http://go.microsoft.com/fwlink/?LinkId=512132,2015-03-03T11:30:00Z,Microsoft Azure Site Recovery group,,,,False,
,Public,1801-01-01T00:00:00Z,(),,"The Microsoft Azure Site Recovery Process Server is used for caching, compression, and encryption of replication traffic in the Microsoft Azure Site Recovery scenario of setting up failback of virtual machines from Microsoft Azure back to an on-premises VMware site.",http://go.microsoft.com/fwlink/?LinkId=525741,,Microsoft Azure Site Recovery Process Server,False,Microsoft Azure Site Recovery Process Server,,Southeast Asia;West US,1801-01-01T00:00:00Z,d4a65b493c36471ba82b42d53fbd8063__Microsoft-Azure-Site-Recovery-Process-Server-201503.03,<azure.servicemanagement.OSDiskConfiguration object at 0x7f63806a3b50>,,http://go.microsoft.com/fwlink/?LinkId=512132,2015-03-10T09:30:00Z,Microsoft Azure Site Recovery group,,,,False,
,Public,1801-01-01T00:00:00Z,(<azure.servicemanagement.DataDiskConfiguration object at 0x7f63806a3c90>),,"The Microsoft Azure Site Recovery Process Server is used for caching, compression, and encryption of replication traffic in the Microsoft Azure Site Recovery scenario of setting up failback of virtual machines from Microsoft Azure back to an on-premises VMware site.",http://go.microsoft.com/fwlink/?LinkId=525741,,Microsoft Azure Site Recovery Process Server,False,Microsoft Azure Site Recovery Process Server,,Southeast Asia;West US,1801-01-01T00:00:00Z,d4a65b493c36471ba82b42d53fbd8063__Microsoft-Azure-Site-Recovery-Process-Server-201503.04,<azure.servicemanagement.OSDiskConfiguration object at 0x7f63806a3c10>,,http://go.microsoft.com/fwlink/?LinkId=512132,2015-03-12T17:30:00Z,Microsoft Azure Site Recovery group,,,,False,
